번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소
2044,005430,한국공항,085209,기타 운송관련 서비스업,"3,166,355","15,831,775,000","5,000",원(KRW),02-2660-3114,서울특별시 강서구  양천로 13 (방화동) 한국공항(주)
2045,071050,한국금융지주,116409,기타 금융업,"55,725,992","307,921,215,000","5,000",원(KRW),02-3276-6400,서울특별시 영등포구  의사당대로 88 
2046,034950,한국기업평가,147509,기타 사업지원 서비스업,"4,540,514","24,452,570,000","5,000",원(KRW),02-368-5500,서울특별시 영등포구 의사당대로 97 교보증권 7층
2047,010040,한국내화,032302,"내화, 비내화 요업제품 제조업","22,863,632","11,431,816,000",500,원(KRW),041-359-2200,충청남도 당진시  송산면 무수들길 370 
2048,025540,한국단자공업,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,415,000","5,207,500,000",500,원(KRW),032-814-9981,인천광역시 연수구 갯벌로 38 
2049,222980,한국맥널티,031007,기타 식품 제조업,"4,975,000","2,487,500,000",500,원(KRW),031-376-1383,충청남도 천안시 서북구 성환읍 연암율금로 42 &nbsp
2050,226610,한국비엔씨,032701,의료용 기기 제조업,"5,942,426","2,971,213,000",500,원(KRW),070-7116-0059,"대구광역시 달서구 성서공단로11길 62, 대구테크노파크 벤처공장1호관 405호 "
2051,004090,한국석유공업,032309,기타 비금속 광물제품 제조업,"655,200","3,276,000,000","5,000",원(KRW),02-799-3114,서울특별시 용산구  이촌로 166 
2052,025550,한국선재,032401,1차 철강 제조업,"24,522,254","12,261,127,000",500,원(KRW),051-202-1991,부산광역시 사하구 하신번영로 27 (신평동) 
2053,002200,한국수출포장공업,031702,"골판지, 종이 상자 및 종이용기 제조업","4,000,000","20,000,000,000","5,000",원(KRW),02-525-2981-9,서울특별시 서초구 서초중앙로 63 
2054,002960,한국쉘석유,031902,석유 정제품 제조업,"1,300,000","7,000,000,000","5,000",원(KRW),051-620-5133,부산광역시 남구  신선로 250 (용당동) 
2055,017890,한국알콜,032004,기타 화학제품 제조업,"21,605,760","10,802,880,000",500,원(KRW),031-881-8000,경기도 용인시 기흥구 탑실로35번길 14 (공세동) 
2056,080720,한국유니온제약,032102,의약품 제조업,"5,903,728","2,951,864,000",500,원(KRW),02-489-3611,강원도 원주시 문막읍 문막공단길 246 
2057,123890,한국자산신탁,116402,신탁업 및 집합투자업,"102,739,889","51,369,944,500",500,원(KRW),02-2112-6300,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) "
2058,015760,한국전력공사,043501,전기업,"641,964,077","3,209,820,385,000","5,000",원(KRW),061-345-3114,전라남도 나주시 전력로 55 -
2059,063570,한국전자금융,147509,기타 사업지원 서비스업,"34,645,728","17,322,864,000",500,원(KRW),02-2122-5400,서울특별시 영등포구 국회대로66길 9 NICE2사옥 
2060,041460,한국전자인증,105802,소프트웨어 개발 및 공급업,"21,459,249","10,729,624,500",500,원(KRW),230195500,"서울특별시 서초구  서초대로 320 하림인터내셔날빌딩 (서초동, 하림빌딩7층)"
2061,006200,한국전자홀딩스,116409,기타 금융업,"46,803,136","23,401,568,000",500,원(KRW),02-3497-5535,서울특별시 서초구  마방로10길 5 
2062,101680,한국정밀기계,032902,특수 목적용 기계 제조업,"8,404,000","4,202,000,000",500,원(KRW),070-7019-6514,경상남도 함안군  법수면 윤외공단길 83-1 
2063,039740,한국정보공학,074607,기타 전문 도매업,"8,018,397","4,009,198,500",500,원(KRW),031-789-8600,경기도 성남시 분당구  황새울로359번길 7 
2064,053300,한국정보인증,105802,소프트웨어 개발 및 공급업,"31,165,000","15,582,500,000",500,원(KRW),02-360-3010,경기도 성남시 분당구 판교로 242판교디지털센터(PDC) C동 5층 
2065,025770,한국정보통신,106102,전기 통신업,"38,812,743","19,406,371,500",500,원(KRW),02-368-0700,서울특별시 중구  세종대로 39 대한서울상공회의소 7층
2066,271740,한국제5호스팩,116601,금융 지원 서비스업,"4,000,000","400,000,000",100,원(KRW),02-3276-5766,"서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) 5층 &nbsp"
2067,281410,한국제6호스팩,116601,금융 지원 서비스업,"4,510,000","451,000,000",100,원(KRW),02-3276-5918,서울특별시 영등포구 의사당대로 88 &nbsp
2068,291210,한국제7호스팩,116601,금융 지원 서비스업,"5,060,000","506,000,000",100,원(KRW),02-3276-6681,서울특별시 영등포구 의사당대로 88 &nbsp
2069,310870,한국제8호스팩,116601,금융 지원 서비스업,"3,420,000","342,000,000",100,원(KRW),02-3276-5508,서울특별시 영등포구 의사당대로 88 
2070,002300,한국제지,031701,"펄프, 종이 및 판지 제조업","5,004,949","25,024,745,000","5,000",원(KRW),02-3475-7200,서울특별시 강남구  테헤란로 504 해성빌딩 19층
2071,023350,한국종합기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,950,000","5,475,000,000",500,원(KRW),02-2049-2517,경기도 성남시 중원구 산성대로476번길 6 (금광동)
2072,025890,한국주강,032902,특수 목적용 기계 제조업,"11,309,259","5,654,629,500",500,원(KRW),055-585-7251,경상남도 함안군 군북면 장백로 228 
2073,000970,한국주철관공업,032401,1차 철강 제조업,"22,800,500","12,000,000,000",500,원(KRW),051-291-5481-5,부산광역시 사하구  을숙도대로 525 
2074,104700,한국철강,032401,1차 철강 제조업,"46,050,000","46,050,000,000","1,000",원(KRW),055-260-0500,경상남도 창원시 성산구  공단로103번길 12 한국철강(주) 
2075,017960,한국카본,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","43,960,757","21,980,378,500",500,원(KRW),055-350-8888,경상남도 밀양시 부북면 춘화로 85 
2076,023760,한국캐피탈,116409,기타 금융업,"168,209,576","84,104,788,000",500,원(KRW),042 -480 -8032,대전광역시 서구  둔산서로 81 
2077,054040,한국컴퓨터,032602,전자부품 제조업,"16,071,290","8,035,645,000",500,원(KRW),041-589-3320,경상북도 구미시  임수로 24 
2078,050540,한국코퍼레이션,147509,기타 사업지원 서비스업,"38,785,593","19,392,796,500",500,원(KRW),02-3401-4114,서울특별시 중구 소월로2길 30 남산트라팰리스
2079,161890,한국콜마,032004,기타 화학제품 제조업,"22,346,698","11,173,349,000",500,원(KRW),02-3485-0332,세종특별자치시  전의면 덕고개길 12-11 
2080,024720,한국콜마홀딩스,116409,기타 금융업,"17,938,966","8,969,483,000",500,원(KRW),041-862-1057,세종특별자치시  전의면 덕고개길 12-11 
2081,021650,한국큐빅,032202,플라스틱제품 제조업,"16,350,563","8,175,281,500",500,원(KRW),(031)491-5325,경기도 안산시 단원구 살막길 39 
2082,161390,한국타이어,032201,고무제품 제조업,"123,875,069","61,937,534,500",500,원(KRW),02-2222-1000,서울특별시 강남구  테헤란로 133 
2083,000240,한국타이어월드와이드,116409,기타 금융업,"93,020,173","46,510,086,500",500,원(KRW),02-2222-1000,서울특별시 강남구 테헤란로 133 
2084,053590,한국테크놀로지,032902,특수 목적용 기계 제조업,"70,322,982","35,161,491,000",500,원(KRW),02-2106-7500,서울특별시 중구 소월로2길 30 남산트라팰리스
2085,034830,한국토지신탁,116402,신탁업 및 집합투자업,"252,489,230","252,489,230,000","1,000",원(KRW),0234511181,서울특별시 강남구 테헤란로 309 
2086,007280,한국특수형강,032401,1차 철강 제조업,"32,353,490","16,176,745,000",500,원(KRW),051-323-2611,부산광역시 사상구  장인로77번길 52(학장동) 
2087,168490,한국패러랠,116402,신탁업 및 집합투자업,"80,020,000","400,100,000,000",0,원(KRW),02-3276-4815,서울특별시 영등포구 은행로3 
2088,037230,한국팩키지,031702,"골판지, 종이 상자 및 종이용기 제조업","25,000,000","12,500,000,000",500,원(KRW),02-565-8600,경기도 안산시 단원구  해안로 227 (주)한국팩키지 
2089,010100,한국프랜지공업,033003,자동차 신품 부품 제조업,"30,450,420","30,450,420,000","1,000",원(KRW),052-233-5511,울산 동구 동부동 194
2090,047810,한국항공우주,033103,"항공기,우주선 및 부품 제조업","97,475,107","487,375,535,000","5,000",원(KRW),055-851-1000,경상남도 사천시  사남면 공단1로 78 한국항공우주산업 
2091,123690,한국화장품,074604,생활용품 도매업,"16,068,000","8,034,000,000",500,원(KRW),02-724-3281,서울특별시 종로구 청계천로 35 
2092,003350,한국화장품제조,032004,기타 화학제품 제조업,"4,532,000","2,266,000,000",500,원(KRW),02-724-3710,서울특별시 종로구 청계천로 35 
2093,030520,한글과컴퓨터,105802,소프트웨어 개발 및 공급업,"23,082,211","12,202,162,500",500,원(KRW),031-627-7000,"경기도 성남시 분당구 대왕판교로644번길 49 (삼평동, 한컴타워)"
2094,052600,한네트,106102,전기 통신업,"11,563,700","5,781,850,000",500,원(KRW),02-2125-6000,서울특별시 마포구  독막로 281 
2095,011500,한농화성,032004,기타 화학제품 제조업,"15,637,042","7,818,521,000",500,원(KRW),063-462-2455,"전라북도 군산시  외항1길 24 (소룡동,0)"
2096,002390,한독,032102,의약품 제조업,"13,763,533","6,881,766,500",500,원(KRW),02-527-5114,서울특별시 강남구  테헤란로 132 
2097,014790,한라,064102,토목 건설업,"38,874,942","194,374,710,000","5,000",원(KRW),02-3434-5114,서울특별시 송파구 올림픽로 289 
2098,092460,한라IMS,033101,선박 및 보트 건조업,"11,459,502","5,729,751,000",500,원(KRW),051-601-7000,부산광역시 강서구  화전산단1로 115 
2099,060980,한라홀딩스,116409,기타 금융업,"10,472,070","55,086,180,000","5,000",원(KRW),02-3434-6363,경기도 용인시 기흥구 기흥단지로 46 -
2100,222810,한류AI센터,105802,소프트웨어 개발 및 공급업,"15,993,536","1,599,353,600",100,원(KRW),02-3497-8900,서울특별시 성동구 왕십리로 58 포휴 제10층 (성수동1가 656-3) 
2101,039670,한류타임즈,105801,"서적, 잡지 및 기타 인쇄물 출판업","41,071,239","20,535,619,500",500,원(KRW),(02)2001-0072,"서울특별시 영등포구 경인로 775, 1동 5층
(문래동3가, 에이스하이테크시티) "
2102,053690,한미글로벌,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,957,550","5,478,775,000",500,원(KRW),02-3429-6300,서울특별시 강남구 테헤란로87길 36 도심공항타워 층
2103,042700,한미반도체,032902,특수 목적용 기계 제조업,"57,223,890","12,716,420,500",200,원(KRW),032-571-9100,인천광역시 서구 가좌로30번길 14 
2104,008930,한미사이언스,116409,기타 금융업,"64,742,860","32,371,430,000",500,원(KRW),02-410-9114,경기도 화성시 팔탄면 무하로 214 한미약품(주) 팔탄공단
2105,128940,한미약품,032102,의약품 제조업,"11,612,184","29,030,460,000","2,500",원(KRW),031-356-3311,경기도 화성시  팔탄면 무하로 214 
2106,047080,한빛소프트,105802,소프트웨어 개발 및 공급업,"24,779,836","12,389,918,000",500,원(KRW),070-4050-8000,서울특별시 금천구 가산디지털1로 186 제이플라츠빌딩3층 
2107,009240,한샘,074604,생활용품 도매업,"23,533,928","23,533,928,000","1,000",원(KRW),02-6470-3114,경기도 안산시 단원구 번영2로 144 
2108,020000,한섬,031401,봉제의복 제조업,"24,630,000","12,315,000,000",500,원(KRW),02-3416-2000,서울특별시 강남구  도산대로 523 한섬빌딩
2109,003680,한성기업,031002,수산물 가공 및 저장 처리업,"5,933,871","29,669,355,000","5,000",원(KRW),051-410-7100,부산광역시 영도구  태종로 63 
2110,105630,한세실업,031401,봉제의복 제조업,"40,000,000","20,000,000,000",500,원(KRW),02-3779-0779,서울특별시 영등포구 은행로 29 정우빌딩 
2111,069640,한세엠케이,074704,"섬유, 의복, 신발 및 가죽제품 소매업","12,909,322","6,454,661,000",500,원(KRW),02-2142-5000,서울특별시 강남구  논현로 633 
2112,016450,한세예스24홀딩스,116409,기타 금융업,"40,000,000","20,000,000,000",500,원(KRW),02-3779-0800,서울특별시 영등포구  은행로 11 일신빌딩 6층 
2113,009180,한솔로지스틱스,085209,기타 운송관련 서비스업,"27,477,425","14,340,941,000",500,원(KRW),02-3287-7400,서울특별시 중구 을지로 100 파인애비뉴 B동 22층 
2114,070300,한솔시큐어,105802,소프트웨어 개발 및 공급업,"7,366,074","3,683,037,000",500,원(KRW),02-2082-0777,서울시 구로구 디지털로 306 대륭포스트타워2차 508호 
2115,221610,한솔씨앤피,032004,기타 화학제품 제조업,"3,993,673","1,996,836,500",500,원(KRW),031-364-7400,경기도 안산시 단원구 강촌로 203 &nbsp
2116,070590,한솔인티큐브,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","13,879,521","6,939,760,500",500,원(KRW),02)6005-3000,"서울특별시 마포구 월드컵북로 396, 14층 (상암동, 누리꿈스퀘어비즈니스타워)"
2117,213500,한솔제지,031701,"펄프, 종이 및 판지 제조업","23,800,576","119,002,880,000","5,000",원(KRW),02-3287-6040,"서울특별시 중구 을지로 100 비동 (을지로2가, 파인애비뉴) "
2118,014680,한솔케미칼,032001,기초 화학물질 제조업,"11,295,195","56,475,975,000","5,000",원(KRW),02-2152-2326,서울특별시 강남구 테헤란로 513K Tower 7F / 8F 
2119,004710,한솔테크닉스,032602,전자부품 제조업,"22,109,878","110,549,390,000","5,000",원(KRW),02-3287-7902,서울특별시 중구 을지로 100 
2120,010420,한솔피엔에스,074607,기타 전문 도매업,"20,493,012","10,246,506,000",500,원(KRW),02-6005-4534,서울특별시 중구 퇴계로 213 일흥빌딩 5층 
2121,004150,한솔홀딩스,116409,기타 금융업,"46,359,871","231,799,355,000","5,000",원(KRW),02-3287-6875,서울특별시 중구 을지로 100 파인애비뉴 B동 24층 
2122,025750,한솔홈데코,031601,제재 및 목재 가공업,"80,565,149","83,765,149,000","1,000",원(KRW),02-3284-3881,서울특별시 동작구 보라매로5길 15 전문건설회관빌딩 
2123,226440,한송네오텍,032902,특수 목적용 기계 제조업,"39,601,008","3,960,100,800",100,원(KRW),054-462-9930,경상북도 구미시 1공단로7길 36-1 -
2124,042520,한스바이오메드,032103,의료용품 및 기타 의약 관련제품 제조업,"9,857,857","4,928,928,500",500,원(KRW),02-466-2266,"서울특별시 송파구 정의로8길 7 9F,11F,12F"
2125,004960,한신공영,064101,건물 건설업,"11,570,702","57,853,510,000","5,000",원(KRW),02-3393-3114,경기도 용인시 처인구  백암면 덕평로 82 
2126,011700,한신기계공업,032901,일반 목적용 기계 제조업,"32,446,151","16,223,075,500",500,원(KRW),031-491-3911,경기도 안산시 단원구  해봉로330번길 23 신길동
2127,078350,한양디지텍,032601,반도체 제조업,"10,000,000","5,000,000,000",500,원(KRW),031-273-8600,경기도 화성시 삼성1로 332-7 
2128,045100,한양이엔지,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","18,000,000","9,000,000,000",500,원(KRW),031-695-0000,"경기도 화성시 영통로26번길 72 (반월동,외2필지)"
2129,001750,한양증권,116601,금융 지원 서비스업,"12,728,534","66,267,670,000","5,000",원(KRW),02-3770-5000,서울 영등포구 여의도동 34-11
2130,018880,한온시스템,032901,일반 목적용 기계 제조업,"533,800,000","53,380,000,000",100,원(KRW),042-930-6114,대전광역시 대덕구  신일서로 95 
